48020000|20170724|101151|1|898350555110002,35059294|000350555110004|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|101151|1|898350555110002,35059295|000350555110005|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|101151|1|898350555110002,35059296|000350555110006|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|101151|1|898350555110002,35059297|000350555110007|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|101151|1|898350555110002,35059298|000350555110008|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|101151|1|898350555110002,35059299|000350555110009|19900101|99999999|0|20131018153535|zonggs01  |||
48020000|20170724|1068|1068|9800240|898370172980167|20161216|20991231|0|20161216135205|DM        |||
48020000|20170724|1068|1068|9800696|898370172980167|20161216|20991231|0|20161216135905|DM        |||
48020000|20170724|6049|1082|898310157324001,R359|898310057324020|19900101|99999999|0|20140212150546|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R389|898310057324021|19900101|99999999|0|20140212150546|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R390|898310057324022|19900101|99999999|0|20140212150546|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R401|898310057324023|19900101|99999999|0|20140212150546|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R320|898310057324024|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R388|898310057324025|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R448|898310057324026|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R484|898310057324027|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R502|898310057324028|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|6049|1082|898310157324001,R479|898310057324029|19900101|99999999|0|20140212150550|zonggs01  |||
48020000|20170724|101151|1|898430154114710,22118762|898437173721222|20170525|20991231|0|20170525111600|FBPT      |||
48020000|20170724|222|55|32700593|000140455410451|20170602|20991231|0|20170602191559|FBPT      |||
48020000|20170724|226|61|898220153111182,66000539|000220153110108|20170602|20991231|0|20170602092314|FBPT      |||
48020000|20170724|229|64|898220153111182,66000544|000220153110108|20170602|20991231|0|20170602094727|FBPT      |||
48020000|20170724|226|61|898220153111182,66000536|000220153110110|20170602|20991231|0|20170602100526|FBPT      |||
48020000|20170724|101155|100002|898652850510040|898652850510041|20170602|20991231|0|20170602104515|FBPT      |||
48020000|20170724|101155|100002|898652850510038|898652850510039|20170602|20991231|0|20170602104500|FBPT      |||
48020000|20170724|101155|100002|898652850510030|898652850510031|20170602|20991231|0|20170602104405|FBPT      |||
48020000|20170724|101151|1|898430154114712,Y2844667|898437173720995|20170602|20991231|0|20170602111958|FBPT      |||
48020000|20170724|101151|1|898430154114712,Y2845037|898437173721252|20170602|20991231|0|20170602110215|FBPT      |||
48020000|20170724|101151|1|898430154114712,Y2845108|898437173721265|20170602|20991231|0|20170602110409|FBPT      |||
48020000|20170724|101151|1|898430154114712,Y2844502|898437173721258|20170602|20991231|0|20170602114259|FBPT      |||
48020000|20170724|101151|1|898430154114712,Y2845107|898470173720772|20170602|20991231|0|20170602114540|FBPT      |||
48020000|20170724|101151|1|898435154114711,42844685|898435173720995|20170602|20991231|0|20170602103057|FBPT      |||
48020000|20170724|101151|1|898435154114711,42844667|898435173720995|20170602|20991231|0|20170602103938|FBPT      |||
48020000|20170724|101151|1|898435154114711,42845097|898435173721253|20170602|20991231|0|20170602104745|FBPT      |||
